gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000257519.1	AC078880.1	lncRNA	0.046332046	0.0
ENSG00000257520.2	SFTA3	protein_coding	0.002895753	0.0
ENSG00000257522.7	AL133166.1	lncRNA	0.46525097	0.0
ENSG00000257523.3	LINC02326	lncRNA	0.47972974	0.0
ENSG00000257524.6	AL157935.2	protein_coding	36.403477	22.0
ENSG00000257526.2	AC107032.2	lncRNA	8.374517	6.0
ENSG00000257527.1	AC126755.1	lncRNA	0.29054055	0.0
ENSG00000257528.1	KRT8P19	processed_pseudogene	2.854247	1.0
ENSG00000257529.5	RPL36A-HNRNPH2	protein_coding	0.0	0.0
ENSG00000257530.1	AC048344.1	lncRNA	0.28764477	0.0
ENSG00000257531.2	AC008147.3	transcribed_processed_pseudogene	3.2509654	2.0
ENSG00000257534.1	AC023794.4	lncRNA	7.453668	4.0
ENSG00000257539.2	HSPA8P14	processed_pseudogene	10.222008	7.0
ENSG00000257541.1	LINC02403	lncRNA	0.25289574	0.0
ENSG00000257542.5	OR7E47P	transcribed_unprocessed_pseudogene	1.8870656	0.0
ENSG00000257543.1	AC063948.1	lncRNA	9.759652	8.0
ENSG00000257545.5	AC079385.1	lncRNA	12.106177	11.0
ENSG00000257548.1	AC078929.1	lncRNA	1.1409266	0.0
ENSG00000257550.2	AC023509.2	lncRNA	4.314672	3.0
ENSG00000257551.1	HLX-AS1	lncRNA	4.2972975	3.0
ENSG00000257553.1	AC034102.4	lncRNA	0.0	0.0
ENSG00000257556.2	LINC02298	lncRNA	5.8523164	3.0
ENSG00000257557.2	PPP1R12A-AS1	lncRNA	34.090733	29.0
ENSG00000257558.2	CR383656.3	processed_pseudogene	0.017374517	0.0
ENSG00000257563.1	AC126755.2	lncRNA	0.7326255	0.0
ENSG00000257564.1	AC068993.1	processed_pseudogene	4.289575	0.0
ENSG00000257568.1	AC079035.1	lncRNA	108.088806	86.5
ENSG00000257569.1	GSTP1P1	processed_pseudogene	3.7036679	3.0
ENSG00000257570.1	AC020612.2	processed_pseudogene	0.3484556	0.0
ENSG00000257572.1	SSBL3P	processed_pseudogene	0.26737452	0.0
ENSG00000257576.1	HSPD1P4	processed_pseudogene	26.312742	17.0
ENSG00000257579.1	AC007540.1	lncRNA	8.540541	4.0
ENSG00000257580.1	AC008055.1	processed_pseudogene	1.0009652	0.0
ENSG00000257582.5	LINC01475	lncRNA	57.650578	1.0
ENSG00000257585.1	LINC00609	lncRNA	0.15926641	0.0
ENSG00000257586.1	AC018448.2	unprocessed_pseudogene	0.015444015	0.0
ENSG00000257587.1	AC136188.1	lncRNA	0.1988417	0.0
ENSG00000257588.1	AC025154.2	lncRNA	0.7480695	0.0
ENSG00000257591.6	ZNF625	protein_coding	9.076255	6.0
ENSG00000257594.4	GALNT4	protein_coding	13.458494	11.0
ENSG00000257595.3	LINC02356	lncRNA	9.524131	6.0
ENSG00000257596.1	SCAT2	lncRNA	77.88417	68.5
ENSG00000257599.3	OVCH1-AS1	lncRNA	248.64575	61.5
ENSG00000257603.1	AC010183.1	lncRNA	0.02992278	0.0
ENSG00000257604.1	AC027288.2	processed_pseudogene	0.3600386	0.0
ENSG00000257605.2	MYG1-AS1	lncRNA	2.9527028	2.0
ENSG00000257607.1	AC073957.2	lncRNA	0.0	0.0
ENSG00000257609.1	AC091515.1	processed_pseudogene	0.043436293	0.0
ENSG00000257611.1	AC010182.1	processed_pseudogene	1.6805019	1.0
ENSG00000257612.2	MIR4307HG	lncRNA	0.2857143	0.0
ENSG00000257614.1	AL133304.1	lncRNA	0.1418919	0.0
ENSG00000257616.1	AC055716.2	processed_pseudogene	3.4864864	1.0
ENSG00000257621.8	PSMA3-AS1	lncRNA	4531.4634	4314.5
ENSG00000257622.1	AL512356.1	lncRNA	0.0	0.0
ENSG00000257624.1	AC004024.1	processed_pseudogene	2.719112	2.0
ENSG00000257629.1	AC006199.1	processed_pseudogene	0.4430502	0.0
ENSG00000257634.1	AC079310.1	lncRNA	0.12162162	0.0
ENSG00000257635.2	CR383656.4	transcribed_processed_pseudogene	0.1418919	0.0
ENSG00000257636.6	G2E3-AS1	lncRNA	16.40058	14.0
ENSG00000257639.1	AC005632.2	unprocessed_pseudogene	2.0241313	1.0
ENSG00000257642.1	KCCAT198	lncRNA	1.3667954	0.0
ENSG00000257643.1	AC084824.2	processed_pseudogene	21.543436	18.0
ENSG00000257644.1	CR383656.5	unprocessed_pseudogene	0.010617761	0.0
ENSG00000257645.1	AC087897.1	processed_pseudogene	0.43629342	0.0
ENSG00000257647.1	AC124312.2	lncRNA	0.0	0.0
ENSG00000257648.1	CYCSP30	processed_pseudogene	0.013513514	0.0
ENSG00000257649.1	METTL7AP1	processed_pseudogene	1.519305	0.0
ENSG00000257653.1	AC117498.1	lncRNA	0.0	0.0
ENSG00000257654.1	AC125603.1	lncRNA	237.2693	40.5
ENSG00000257657.3	AC079950.1	lncRNA	4.992278	3.0
ENSG00000257658.1	AC004217.2	processed_pseudogene	21.624517	15.0
ENSG00000257660.5	ADCY6-DT	lncRNA	1.9353281	0.0
ENSG00000257662.1	EIF4A1P12	processed_pseudogene	0.15830116	0.0
ENSG00000257663.1	AC025259.1	lncRNA	0.80598456	0.0
ENSG00000257664.1	RSL24D1P5	processed_pseudogene	0.16119692	0.0
ENSG00000257666.1	CBX3P5	processed_pseudogene	22.819498	15.0
ENSG00000257668.1	AC084033.2	processed_pseudogene	0.83011585	0.0
ENSG00000257671.1	KRT7-AS	lncRNA	1.3523166	0.0
ENSG00000257672.2	CR383656.6	processed_pseudogene	0.002895753	0.0
ENSG00000257674.1	AC020629.1	processed_pseudogene	7.6911197	5.0
ENSG00000257675.1	BTBD10P1	processed_pseudogene	2.0270271	1.0
ENSG00000257677.2	LINC02464	lncRNA	0.3146718	0.0
ENSG00000257680.1	AC016144.1	processed_pseudogene	0.5530888	0.0
ENSG00000257681.1	AC025265.1	lncRNA	16.484556	8.0
ENSG00000257682.1	AC090503.1	lncRNA	0.16698842	0.0
ENSG00000257683.1	LINC02463	lncRNA	2.5173745	0.0
ENSG00000257687.1	AC079600.2	processed_pseudogene	0.028957529	0.0
ENSG00000257691.2	AC133555.2	processed_pseudogene	0.2046332	0.0
ENSG00000257696.1	AC010203.2	lncRNA	8.396718	6.0
ENSG00000257698.2	GIHCG	lncRNA	1528.1216	768.5
ENSG00000257700.1	AC055716.3	lncRNA	0.057915058	0.0
ENSG00000257702.3	LBX2-AS1	lncRNA	75.65926	44.0
ENSG00000257703.6	AC068643.1	lncRNA	1.0569499	0.0
ENSG00000257704.4	INAFM1	protein_coding	325.30212	239.0
ENSG00000257711.2	AC079385.2	lncRNA	1.1032819	1.0
ENSG00000257715.1	AC007298.1	lncRNA	5.638031	4.0
ENSG00000257718.1	CPNE8-AS1	lncRNA	23.125483	11.0
ENSG00000257720.1	ILF2P2	processed_pseudogene	1.4913127	0.0
ENSG00000257721.1	CR383656.7	processed_pseudogene	0.017374517	0.0
ENSG00000257723.1	CHCHD3P2	processed_pseudogene	0.5781853	0.0
ENSG00000257725.1	LINC02399	lncRNA	10.936294	3.0
ENSG00000257726.1	AC078880.2	lncRNA	0.1023166	0.0
ENSG00000257727.6	CNPY2	protein_coding	147.41891	129.0
ENSG00000257729.2	AC090679.2	lncRNA	0.07046332	0.0
ENSG00000257730.1	LSM6P2	processed_pseudogene	3.842664	1.0
ENSG00000257731.2	CR383656.8	processed_pseudogene	0.055984557	0.0
ENSG00000257732.1	AC089983.1	lncRNA	3.753861	2.0
ENSG00000257735.1	AC090115.1	lncRNA	1.8870656	1.0
ENSG00000257737.1	AC025265.2	lncRNA	0.15830116	0.0
ENSG00000257738.2	AC009248.1	processed_pseudogene	3.4980695	2.0
ENSG00000257740.1	AC073896.3	lncRNA	33.403477	30.0
ENSG00000257741.6	LINC01490	lncRNA	2.0405405	0.0
ENSG00000257743.8	MGAM2	protein_coding	110.562744	29.0
ENSG00000257746.2	AC138123.2	lncRNA	6.929537	2.0
ENSG00000257747.2	LINC02426	lncRNA	1.6515445	0.0
ENSG00000257748.2	LINC02281	lncRNA	0.026061775	0.0
ENSG00000257750.2	LINC02445	lncRNA	0.64092666	0.0
ENSG00000257751.2	AL512310.5	processed_pseudogene	0.027027028	0.0
ENSG00000257752.1	AC091516.1	processed_pseudogene	13.511583	11.0
ENSG00000257754.1	AC012555.2	lncRNA	24.472973	10.0
ENSG00000257756.6	LINC02386	lncRNA	0.06081081	0.0
ENSG00000257757.1	OR6C7P	unprocessed_pseudogene	0.3503861	0.0
ENSG00000257758.1	KRT18P20	processed_pseudogene	0.7567568	0.0
ENSG00000257759.2	AL357153.2	lncRNA	2.9015443	1.0
ENSG00000257761.3	AC078860.2	lncRNA	5.1554055	2.0
ENSG00000257762.6	LINC02401	lncRNA	0.6631274	0.0
ENSG00000257763.1	OR5BK1P	unprocessed_pseudogene	2.6486487	2.0
ENSG00000257764.2	AC020656.1	lncRNA	0.0	0.0
ENSG00000257766.1	AC025265.3	lncRNA	0.103281856	0.0
ENSG00000257767.3	AC002996.1	protein_coding	0.0	0.0
ENSG00000257769.1	AC026401.1	lncRNA	48.89382	43.0
ENSG00000257771.6	LINC02395	lncRNA	3.5608108	2.0
ENSG00000257773.1	ST13P3	processed_pseudogene	9.138996	5.0
ENSG00000257777.1	AC022507.1	processed_pseudogene	0.36100388	0.0
ENSG00000257779.1	AC078814.2	processed_pseudogene	0.5916988	0.0
ENSG00000257780.5	GLYCAM1	transcribed_unitary_pseudogene	0.6727799	0.0
ENSG00000257781.1	AC009387.1	lncRNA	0.6660232	0.0
ENSG00000257784.2	LINC02400	lncRNA	4.864865	1.0
ENSG00000257786.1	AKIRIN1P1	processed_pseudogene	0.08783784	0.0
ENSG00000257787.2	AC112481.1	lncRNA	0.02027027	0.0
ENSG00000257790.1	EIF4A1P4	processed_pseudogene	35.965252	18.0
ENSG00000257792.1	OR5BJ1P	unprocessed_pseudogene	0.6158301	0.0
ENSG00000257797.1	AC039056.1	lncRNA	0.07335907	0.0
ENSG00000257800.1	FNBP1P1	processed_pseudogene	159.36101	139.0
ENSG00000257802.1	MRS2P2	processed_pseudogene	320.38705	263.0
ENSG00000257803.2	PIGAP1	processed_pseudogene	34.80502	11.0
ENSG00000257807.1	AC003686.1	processed_pseudogene	0.08783784	0.0
ENSG00000257808.1	AC073573.1	lncRNA	0.43339768	0.0
ENSG00000257809.1	AC034102.5	lncRNA	8.869691	7.0
ENSG00000257813.2	AC090525.2	processed_pseudogene	2.376448	1.0
ENSG00000257815.7	PRANCR	lncRNA	280.12067	225.0
ENSG00000257817.2	AC026765.3	lncRNA	1.5637065	0.0
ENSG00000257818.1	C1GALT1P1	processed_pseudogene	9.294401	6.0
ENSG00000257820.1	MRPS6P4	processed_pseudogene	0.43050194	0.0
ENSG00000257823.1	AC092552.1	processed_pseudogene	0.41988418	0.0
ENSG00000257824.1	AC068789.1	lncRNA	0.0	0.0
ENSG00000257825.1	CR383656.9	transcribed_processed_pseudogene	0.00096525095	0.0
ENSG00000257826.1	AL133304.2	lncRNA	0.15830116	0.0
ENSG00000257829.1	AC121757.1	lncRNA	1.1312741	0.0
ENSG00000257830.1	AC021066.1	lncRNA	0.13127413	0.0
ENSG00000257831.1	AL136418.1	lncRNA	7.189189	4.0
ENSG00000257835.2	AC073591.1	lncRNA	0.94208497	0.0
ENSG00000257837.1	AC089998.2	lncRNA	0.28667954	0.0
ENSG00000257838.5	OTOAP1	transcribed_unprocessed_pseudogene	6.247104	4.0
ENSG00000257839.1	AC011611.4	lncRNA	0.0	0.0
ENSG00000257842.6	LINC02588	lncRNA	0.3330116	0.0
ENSG00000257844.2	KRT90P	unprocessed_pseudogene	0.0984556	0.0
ENSG00000257845.1	LINC02294	lncRNA	0.015444015	0.0
ENSG00000257846.2	AL512310.6	processed_pseudogene	1.8909266	1.0
ENSG00000257847.1	LSM3P2	processed_pseudogene	4.169884	1.0
ENSG00000257848.1	AC074029.1	processed_pseudogene	0.523166	0.0
ENSG00000257849.1	AC012038.2	lncRNA	0.49710426	0.0
ENSG00000257851.2	HNRNPA3P10	processed_pseudogene	17.853281	8.0
ENSG00000257852.1	AC048344.2	processed_pseudogene	0.31949806	0.0
ENSG00000257853.2	MED15P1	transcribed_unprocessed_pseudogene	0.033783782	0.0
ENSG00000257855.1	AC126471.1	processed_pseudogene	0.106177606	0.0
ENSG00000257858.1	MTND1P24	unprocessed_pseudogene	0.98841697	0.0
ENSG00000257859.2	CASC18	lncRNA	0.3735521	0.0
ENSG00000257860.6	AC068643.2	lncRNA	0.523166	0.0
ENSG00000257863.1	AC090049.1	lncRNA	1.8938224	0.0
ENSG00000257864.1	AC025030.1	processed_pseudogene	2.8793437	1.0
ENSG00000257865.1	AC090022.2	processed_pseudogene	0.008687259	0.0
ENSG00000257869.1	AL139023.1	lncRNA	0.1515444	0.0
ENSG00000257870.1	AC027287.2	lncRNA	0.20173745	0.0
ENSG00000257872.1	AC233290.1	processed_pseudogene	0.45366797	0.0
ENSG00000257875.1	AC089998.3	processed_pseudogene	5.857143	3.0
ENSG00000257878.1	AC007298.2	lncRNA	18.692085	11.0
ENSG00000257879.1	AC130415.1	lncRNA	0.06177606	0.0
ENSG00000257880.1	AC078789.1	lncRNA	9.516409	4.0
ENSG00000257883.1	AC125603.2	lncRNA	1279.5348	215.0
ENSG00000257884.2	AL512310.7	transcribed_processed_pseudogene	3.3011582	1.0
ENSG00000257885.1	PHBP18	processed_pseudogene	0.7664093	0.0
ENSG00000257890.1	AC011595.2	lncRNA	0.20656371	0.0
ENSG00000257891.1	AL929601.1	lncRNA	0.08976834	0.0
ENSG00000257893.3	LINC02404	lncRNA	9.380309	2.0
ENSG00000257894.2	AC027288.3	lncRNA	1.3581082	1.0
ENSG00000257896.1	AC093012.1	transcribed_unprocessed_pseudogene	26.338802	21.0
ENSG00000257897.1	AC139697.1	processed_pseudogene	0.02992278	0.0
ENSG00000257900.2	AL162632.1	lncRNA	1.938224	1.0
ENSG00000257904.1	AL133372.3	lncRNA	0.06853282	0.0
ENSG00000257905.1	AC004486.1	processed_pseudogene	3.5086873	2.0
ENSG00000257906.3	LINC02156	lncRNA	3.1602316	2.0
ENSG00000257907.2	EEF1A1P17	processed_pseudogene	26.951738	19.0
ENSG00000257910.1	AC124784.1	lncRNA	13.618726	4.0
ENSG00000257912.1	LINC02258	lncRNA	0.027992278	0.0
ENSG00000257913.2	DDN-AS1	lncRNA	76.40251	60.0
ENSG00000257915.1	GLULP5	processed_pseudogene	0.055984557	0.0
ENSG00000257918.1	AC079385.3	lncRNA	0.8619691	0.0
ENSG00000257920.1	LINC02409	lncRNA	0.08301158	0.0
ENSG00000257921.6	AC025165.3	protein_coding	0.0	0.0
ENSG00000257923.12	CUX1	protein_coding	9434.106	8987.0
ENSG00000257924.1	LINC02416	lncRNA	1.0395753	0.0
ENSG00000257925.1	AC008083.2	lncRNA	1.9777992	1.0
ENSG00000257927.1	MRPS36P5	processed_pseudogene	0.23455599	0.0
ENSG00000257932.1	AC078776.1	lncRNA	0.032818533	0.0
ENSG00000257935.2	LHX5-AS1	lncRNA	0.03957529	0.0
ENSG00000257940.1	AC079598.1	lncRNA	0.19208494	0.0
ENSG00000257941.1	AC011611.5	processed_pseudogene	23.205599	18.0
ENSG00000257943.2	AC084879.1	transcribed_unitary_pseudogene	4.650579	3.0
ENSG00000257947.1	AC025030.2	lncRNA	1.5627413	0.0
ENSG00000257948.2	AC068993.2	lncRNA	0.10714286	0.0
ENSG00000257949.7	TEN1	protein_coding	5.789575	5.0
ENSG00000257950.3	P2RX5-TAX1BP3	protein_coding	95.23359	75.0
ENSG00000257951.2	AC126177.5	unprocessed_pseudogene	4.254826	0.0
ENSG00000257953.1	AC083805.2	lncRNA	79.430504	63.0
ENSG00000257954.1	AC125611.2	processed_pseudogene	33.32529	24.0
ENSG00000257955.1	AC004801.3	lncRNA	1.3677607	0.0
ENSG00000257956.1	NOP56P3	processed_pseudogene	2.2934363	1.0
ENSG00000257957.1	QRSL1P3	processed_pseudogene	79.811775	63.0
ENSG00000257958.1	AC008125.1	lncRNA	0.13416989	0.0
ENSG00000257959.1	CR383656.10	lncRNA	0.002895753	0.0
ENSG00000257962.1	AC011773.2	lncRNA	1.1409266	0.0
ENSG00000257964.1	AC020612.3	lncRNA	23.603281	13.0
ENSG00000257966.1	OLA1P3	processed_pseudogene	4.080116	3.0
ENSG00000257976.1	AL079352.1	processed_pseudogene	1.831081	1.0
ENSG00000257979.1	SNRPGP18	processed_pseudogene	92.32143	71.0
ENSG00000257985.1	AC004801.4	lncRNA	8.992278	4.0
ENSG00000257986.3	LINC02306	lncRNA	0.48069498	0.0
ENSG00000257987.6	TEX49	protein_coding	0.75868726	0.0
ENSG00000257989.1	AC078864.1	lncRNA	1.0144788	0.0
ENSG00000257991.1	AC089984.2	processed_pseudogene	0.2818533	0.0
ENSG00000257994.1	AC084364.2	unprocessed_pseudogene	0.096525095	0.0
ENSG00000257995.1	AC084365.1	lncRNA	0.013513514	0.0
ENSG00000257997.5	AC010183.2	lncRNA	0.017374517	0.0
ENSG00000257998.1	AC123904.3	processed_pseudogene	0.04150579	0.0
ENSG00000258001.1	AC126614.1	lncRNA	25.516409	20.0
ENSG00000258007.1	AC063947.1	lncRNA	0.13416989	0.0
ENSG00000258010.4	AC016705.1	lncRNA	0.30791506	0.0
ENSG00000258011.2	HMGA1P3	processed_pseudogene	20.840734	13.0
ENSG00000258012.1	AC026111.1	processed_pseudogene	23.261583	15.0
ENSG00000258013.2	RPL3P13	processed_pseudogene	0.58301157	0.0
ENSG00000258016.1	HIGD1AP1	processed_pseudogene	4.8175673	2.0
ENSG00000258017.2	AC011603.2	lncRNA	90.7722	82.0
ENSG00000258018.2	LINC02457	lncRNA	38.620655	5.0
ENSG00000258021.1	AC025259.2	processed_pseudogene	0.9333977	0.0
ENSG00000258024.1	OR5BT1P	unprocessed_pseudogene	0.5839768	0.0
ENSG00000258026.2	AC078955.1	lncRNA	0.16023166	0.0
ENSG00000258027.2	NF1P4	unprocessed_pseudogene	0.09749035	0.0
ENSG00000258028.3	AL135878.1	lncRNA	1.0820464	0.0
ENSG00000258033.1	SNX5P2	unprocessed_pseudogene	5.1862936	3.0
ENSG00000258034.1	AC012157.2	lncRNA	59.13996	50.0
ENSG00000258035.2	AC123567.2	lncRNA	119.812744	55.5
ENSG00000258036.2	KRT125P	unprocessed_pseudogene	0.09266409	0.0
ENSG00000258038.6	LINC02327	lncRNA	3.553089	0.0
ENSG00000258039.2	AC117377.1	lncRNA	0.13030888	0.0
ENSG00000258044.1	AC073569.1	lncRNA	125.322395	112.0
ENSG00000258045.2	Metazoa_SRP	misc_RNA	7.1969113	5.0
ENSG00000258048.1	AC073569.2	lncRNA	4.9942083	4.0
ENSG00000258050.2	AL139316.1	lncRNA	0.5057915	0.0
ENSG00000258051.1	AC074029.2	processed_pseudogene	0.7712355	0.0
ENSG00000258052.1	AC025263.2	protein_coding	0.0	0.0
ENSG00000258053.1	AC025575.2	lncRNA	0.44787645	0.0
ENSG00000258056.2	AC009779.2	lncRNA	89.08108	57.0
ENSG00000258057.6	BCDIN3D-AS1	lncRNA	44.41892	39.0
ENSG00000258064.1	AC073612.1	protein_coding	0.0	0.0
ENSG00000258065.1	AL122126.1	processed_pseudogene	0.57239383	0.0
ENSG00000258066.1	AC138331.1	lncRNA	0.47490346	0.0
ENSG00000258068.2	AC079600.3	lncRNA	2.877413	0.0
ENSG00000258071.1	ARL2BPP2	processed_pseudogene	0.05212355	0.0
ENSG00000258072.1	AC126177.6	processed_pseudogene	5.566602	2.0
ENSG00000258073.1	AC128657.1	processed_pseudogene	0.05019305	0.0
ENSG00000258074.1	VTI1BP3	processed_pseudogene	0.12162162	0.0
ENSG00000258076.1	CR383656.11	processed_pseudogene	0.008687259	0.0
ENSG00000258077.2	AC078923.1	lncRNA	0.5260618	0.0
ENSG00000258080.1	ARHGAP42P4	processed_pseudogene	0.35328186	0.0
ENSG00000258081.4	AL110292.1	lncRNA	0.44401544	0.0
ENSG00000258082.1	AL391832.3	lncRNA	266.10522	130.5
ENSG00000258083.2	OR9A4	protein_coding	10.656371	3.0
ENSG00000258084.6	AC128707.1	lncRNA	6.8986487	0.0
ENSG00000258086.1	AC079313.1	lncRNA	132.11197	90.0
ENSG00000258088.1	AC078820.1	lncRNA	0.18532819	0.0
ENSG00000258090.1	AC093014.1	processed_pseudogene	5.5897684	4.0
ENSG00000258091.1	AC011611.6	processed_pseudogene	0.11389961	0.0
ENSG00000258092.1	AC005841.1	lncRNA	0.13127413	0.0
ENSG00000258096.1	AC025031.2	lncRNA	46.107143	35.0
ENSG00000258098.2	LINC02286	lncRNA	0.083976835	0.0
ENSG00000258099.1	ATXN2-AS	lncRNA	16.418919	13.0
ENSG00000258100.3	LINC02823	lncRNA	0.9835907	0.0
ENSG00000258101.2	AC010173.1	lncRNA	82.0029	33.0
ENSG00000258102.5	MAP1LC3B2	protein_coding	127.37741	80.0
ENSG00000258104.1	HIGD1AP9	processed_pseudogene	3.3166022	1.0
ENSG00000258107.3	AL158058.1	lncRNA	0.043436293	0.0
ENSG00000258108.2	AC009803.2	lncRNA	0.34362933	0.0
ENSG00000258111.1	AC079316.1	processed_pseudogene	144.46428	93.0
ENSG00000258112.1	CCNG2P1	processed_pseudogene	0.0511583	0.0
ENSG00000258114.1	AC005871.2	lncRNA	12.861004	1.0
ENSG00000258115.1	AC090109.1	lncRNA	0.24517375	0.0
ENSG00000258116.1	PPIAP45	processed_pseudogene	1.4140927	0.0
ENSG00000258117.2	AC026116.1	lncRNA	0.12548262	0.0
ENSG00000258118.1	PPIAP44	processed_pseudogene	0.35328186	0.0
ENSG00000258119.1	AC087897.2	lncRNA	0.3561776	0.0
ENSG00000258120.2	KRT128P	unprocessed_pseudogene	4.5482626	2.0
ENSG00000258121.1	AC089987.2	lncRNA	0.33880308	0.0
ENSG00000258122.1	AC044802.2	lncRNA	1.1872587	0.0
ENSG00000258123.1	LINC02444	lncRNA	0.6621622	0.0
ENSG00000258125.1	AC025254.1	lncRNA	0.17471042	0.0
ENSG00000258128.2	MKRN9P	transcribed_processed_pseudogene	12.269305	4.0
ENSG00000258130.8	AC106782.1	transcribed_unprocessed_pseudogene	1.6776062	1.0
ENSG00000258131.1	AC007656.2	lncRNA	0.3243243	0.0
ENSG00000258133.1	AC025578.1	processed_pseudogene	0.08494209	0.0
ENSG00000258134.1	AC016954.1	processed_pseudogene	9.421815	5.0
ENSG00000258135.5	LINC02396	lncRNA	0.530888	0.0
ENSG00000258136.2	AC007622.2	lncRNA	93.17857	80.0
ENSG00000258137.5	AC079313.2	lncRNA	14.781854	8.0
ENSG00000258140.2	AC127894.1	lncRNA	0.7065637	0.0
ENSG00000258142.2	AC093023.1	processed_pseudogene	0.0	0.0
ENSG00000258144.2	LINC02406	lncRNA	0.11003861	0.0
ENSG00000258148.2	AC007115.1	processed_pseudogene	0.011583012	0.0
ENSG00000258150.6	AC133555.3	transcribed_unprocessed_pseudogene	0.21814671	0.0
ENSG00000258153.1	HSPE1P4	processed_pseudogene	4.3600388	2.0
ENSG00000258154.2	AL512356.2	unprocessed_pseudogene	0.19594595	0.0
ENSG00000258159.1	IMMP1LP2	processed_pseudogene	2.1283784	1.0
ENSG00000258162.4	AC069228.1	lncRNA	0.6351351	0.0
ENSG00000258167.1	AC107023.1	lncRNA	0.048262548	0.0
ENSG00000258168.6	AC025569.1	lncRNA	76.64286	5.0
ENSG00000258169.1	LINC00485	lncRNA	0.5666023	0.0
ENSG00000258170.1	AC089998.4	lncRNA	0.8793436	0.0
ENSG00000258171.2	LINC02412	lncRNA	3.4662163	1.0
ENSG00000258172.1	AC073655.1	lncRNA	42.9305	25.0
ENSG00000258173.1	AC079598.2	processed_pseudogene	0.0019305019	0.0
ENSG00000258175.1	LINC02300	lncRNA	0.016409267	0.0
ENSG00000258177.1	AC008149.1	lncRNA	20.412163	12.0
ENSG00000258178.1	AC016993.1	lncRNA	0.0	0.0
ENSG00000258179.1	AC079598.3	processed_pseudogene	0.3407336	0.0
ENSG00000258181.1	AC008083.3	lncRNA	6.203668	3.0
ENSG00000258183.6	LINC02392	lncRNA	1.3610039	0.0
ENSG00000258184.1	AC087883.1	processed_pseudogene	0.027027028	0.0
ENSG00000258185.2	AC010196.1	lncRNA	0.00096525095	0.0
ENSG00000258186.2	SLC7A5P2	transcribed_processed_pseudogene	0.0	0.0
ENSG00000258193.1	AC011602.1	processed_pseudogene	0.08590733	0.0
ENSG00000258196.1	AL163973.3	lncRNA	0.19305019	0.0
ENSG00000258197.1	NKX2-2-AS1	lncRNA	0.0	0.0
ENSG00000258199.1	AC073896.4	lncRNA	8.665058	7.0
ENSG00000258202.1	AC026371.1	unprocessed_pseudogene	0.24324325	0.0
ENSG00000258203.5	AC004801.5	lncRNA	2.5617762	1.0
ENSG00000258204.1	AC008126.1	processed_pseudogene	2.4507723	1.0
ENSG00000258205.1	AC079598.4	processed_pseudogene	0.10714286	0.0
ENSG00000258206.1	AC137768.1	processed_pseudogene	0.046332046	0.0
ENSG00000258210.1	AC144548.1	lncRNA	10.576255	7.0
ENSG00000258212.1	ZNF75BP	processed_pseudogene	8.911197	2.0
ENSG00000258214.1	AC108721.1	lncRNA	0.028957529	0.0
ENSG00000258215.1	AC078886.1	processed_pseudogene	6.7944016	1.0
ENSG00000258216.7	AC009522.1	lncRNA	7.800193	4.0
ENSG00000258220.1	LINC02424	lncRNA	0.074324325	0.0
ENSG00000258223.6	PRSS58	protein_coding	1.1766409	0.0
ENSG00000258224.1	AC090049.2	processed_pseudogene	0.972973	0.0
ENSG00000258225.1	AC073571.1	lncRNA	2.3368726	0.0
ENSG00000258227.7	CLEC5A	protein_coding	990.82434	332.5
ENSG00000258230.2	AC063950.1	transcribed_processed_pseudogene	157.23938	123.0
ENSG00000258231.5	AC020637.1	lncRNA	0.16795367	0.0
ENSG00000258232.2	AC125611.3	lncRNA	1.7528957	1.0
ENSG00000258233.1	ARHGAP42P5	processed_pseudogene	0.15250966	0.0
ENSG00000258234.1	AC024257.1	lncRNA	1.8552123	0.0
ENSG00000258235.1	AC133480.1	lncRNA	0.022200773	0.0
ENSG00000258239.1	MTND2P17	unprocessed_pseudogene	0.6361004	0.0
ENSG00000258240.6	AC002351.1	lncRNA	1.1621622	1.0
ENSG00000258244.1	OSTF1P1	processed_pseudogene	0.53861004	0.0
ENSG00000258245.1	RPL10P13	processed_pseudogene	5.4517374	3.0
ENSG00000258249.1	AC125603.3	lncRNA	2.6283784	1.0
ENSG00000258251.1	YPEL5P3	processed_pseudogene	0.31756756	0.0
ENSG00000258253.1	AC078865.1	lncRNA	0.015444015	0.0
ENSG00000258254.1	AC010177.1	lncRNA	0.015444015	0.0
ENSG00000258256.1	AC011773.3	lncRNA	2.71139	1.0
ENSG00000258260.1	AC073896.5	lncRNA	3.4025097	2.0
ENSG00000258262.1	AC063949.1	processed_pseudogene	0.4237452	0.0
ENSG00000258265.1	AL929601.2	lncRNA	0.0077220076	0.0
ENSG00000258271.1	AC025260.1	processed_pseudogene	1.2277992	0.0
ENSG00000258272.1	AC007513.1	lncRNA	0.23166023	0.0
ENSG00000258273.1	AC024257.2	unprocessed_pseudogene	2.0289576	1.0
ENSG00000258274.1	AC012085.2	lncRNA	73.78378	40.0
ENSG00000258275.1	OR7K1P	unprocessed_pseudogene	0.03957529	0.0
ENSG00000258278.2	CLUHP8	unprocessed_pseudogene	0.11196911	0.0
ENSG00000258279.4	LINC00592	lncRNA	2.2210424	1.0
ENSG00000258282.2	BTF3P2	processed_pseudogene	18.413128	4.0
ENSG00000258283.1	AC011603.3	lncRNA	0.0	0.0
