gene_id	gene_name	gene_type	trimmed_mean_expression	median_expression	
ENSG00000253919.1	THAP12P7	processed_pseudogene	0.7964692	0.5165
ENSG00000253920.1	IGLV3-31	IG_V_pseudogene	0.021085422	0.0
ENSG00000253921.1	AC091982.1	lncRNA	2.9346087	2.3793
ENSG00000253923.2	AP002981.1	processed_pseudogene	0.36118194	0.25135
ENSG00000253924.2	AC103831.1	lncRNA	0.19844955	0.05945
ENSG00000253925.1	AC011369.1	lncRNA	0.006871132	0.0
ENSG00000253926.1	AC011257.1	lncRNA	3.4695265	0.7678
ENSG00000253927.1	AC002428.1	lncRNA	0.005302266	0.0
ENSG00000253930.1	TNFRSF10A-AS1	lncRNA	6.2095337	5.12675
ENSG00000253931.1	AC105118.1	lncRNA	0.49413824	0.19885
ENSG00000253932.1	AC019270.1	lncRNA	0.013784827	0.0
ENSG00000253934.2	MRPL49P2	processed_pseudogene	0.0073852204	0.0
ENSG00000253935.1	IGLVIV-53	IG_V_pseudogene	0.037665613	0.0
ENSG00000253936.1	IGHV3-63	IG_V_pseudogene	0.030401085	0.0
ENSG00000253937.1	NATP	unprocessed_pseudogene	0.003777931	0.0
ENSG00000253939.1	AC007991.3	lncRNA	0.030922364	0.0
ENSG00000253940.1	AC026421.1	processed_pseudogene	0.0037357635	0.0
ENSG00000253941.1	IGHVII-51-2	IG_V_pseudogene	0.014452413	0.0
ENSG00000253942.1	AP001330.2	processed_pseudogene	0.044455566	0.0
ENSG00000253943.1	KRT18P37	processed_pseudogene	0.0	0.0
ENSG00000253944.1	AC027117.2	lncRNA	0.06896513	0.0
ENSG00000253945.1	AC024995.1	processed_pseudogene	6.9506392	1.06125
ENSG00000253946.1	AC008489.1	processed_pseudogene	0.021508869	0.0
ENSG00000253947.1	AC008705.2	lncRNA	0.0022061085	0.0
ENSG00000253948.2	VPS13B-DT	lncRNA	1.470913	1.3456
ENSG00000253949.1	AC022634.2	lncRNA	0.0048280787	0.0
ENSG00000253951.1	CCT3P1	processed_pseudogene	0.0042421673	0.0
ENSG00000253952.1	HIGD1AP18	processed_pseudogene	1.260263	0.51995003
ENSG00000253953.3	PCDHGB4	protein_coding	0.45592964	0.14245
ENSG00000253954.3	HMGN1P38	processed_pseudogene	8.460129	7.04095
ENSG00000253955.2	AC008663.2	lncRNA	0.17026158	0.11995
ENSG00000253956.1	AC073023.1	lncRNA	0.0019993102	0.0
ENSG00000253957.1	IGHV3-22	IG_V_pseudogene	0.12392581	0.0
ENSG00000253958.2	CLDN23	protein_coding	0.9919872	0.37305
ENSG00000253959.1	LINC01863	lncRNA	0.023991331	0.0
ENSG00000253960.1	AC016885.1	lncRNA	0.01680601	0.0
ENSG00000253961.1	AC009563.1	lncRNA	1.9101522	1.184
ENSG00000253963.1	IGLV3-2	IG_V_pseudogene	0.025018422	0.0
ENSG00000253964.1	RPL31P40	processed_pseudogene	0.041139998	0.0
ENSG00000253965.1	AC008438.2	lncRNA	0.24034335	0.14324999
ENSG00000253966.1	AC008514.2	processed_pseudogene	0.8493369	0.3869
ENSG00000253967.1	AC022730.4	lncRNA	0.15875871	0.0
ENSG00000253968.2	AC016573.1	lncRNA	0.07313429	0.0
ENSG00000253970.1	MTND2P7	processed_pseudogene	0.013252412	0.0
ENSG00000253971.1	CDC42P3	processed_pseudogene	0.6024176	0.33625
ENSG00000253972.6	MAL2-AS1	lncRNA	0.0073516252	0.0
ENSG00000253973.3	AC079296.1	lncRNA	0.09411793	0.050049998
ENSG00000253974.6	NRG1-IT1	lncRNA	0.0032179311	0.0
ENSG00000253975.1	AC018861.1	processed_pseudogene	0.008275172	0.0
ENSG00000253976.1	AC022679.2	lncRNA	0.02041862	0.0
ENSG00000253977.1	MTCO2P4	processed_pseudogene	0.102691725	0.0
ENSG00000253978.2	CTB-178M22.2	lncRNA	0.11688473	0.0
ENSG00000253979.1	AC109479.3	lncRNA	0.0004550739	0.0
ENSG00000253980.1	AC010609.1	lncRNA	4.6710515	1.28585
ENSG00000253981.5	ALG1L13P	transcribed_unprocessed_pseudogene	1.9329202	1.35045
ENSG00000253982.2	AC100810.1	lncRNA	17.146805	15.37215
ENSG00000253983.3	AC087627.1	lncRNA	0.14342621	0.030749999
ENSG00000253985.1	AC145141.2	lncRNA	0.06749064	0.0
ENSG00000253986.1	AC104561.3	lncRNA	0.69896764	0.0
ENSG00000253988.1	AC079015.1	lncRNA	0.038196154	0.0
ENSG00000253989.2	IGHVIII-38-1	IG_V_pseudogene	3.1079156	0.31175
ENSG00000253991.1	AP001207.2	processed_pseudogene	0.033455566	0.0
ENSG00000253992.1	AC103726.2	lncRNA	0.008935861	0.0
ENSG00000253993.1	AC104027.1	processed_pseudogene	0.09802552	0.0
ENSG00000253994.1	NDUFB9P3	processed_pseudogene	0.0018393102	0.0
ENSG00000253995.1	RPL10P18	processed_pseudogene	1.1920283	0.70710003
ENSG00000253997.1	AC090142.3	processed_pseudogene	0.004463547	0.0
ENSG00000253998.3	IGKV2-29	IG_V_pseudogene	2.0472841	0.53265
ENSG00000253999.1	IGKV3D-31	IG_V_pseudogene	0.004031823	0.0
ENSG00000254000.1	AC090753.1	lncRNA	0.02872089	0.0
ENSG00000254001.5	AC084706.1	lncRNA	0.0032274881	0.0
ENSG00000254002.2	AC012574.2	lncRNA	0.027297243	0.0
ENSG00000254003.1	SRI-AS1	lncRNA	7.5735636	5.9664
ENSG00000254004.7	ZNF260	protein_coding	7.0266237	5.85135
ENSG00000254006.5	AC104232.1	lncRNA	21.2475	6.1485
ENSG00000254007.2	AC084768.1	lncRNA	0.0015419704	0.0
ENSG00000254008.1	LINC00051	lncRNA	0.7644098	0.38455
ENSG00000254009.1	IGKV2D-38	IG_V_pseudogene	0.0	0.0
ENSG00000254011.1	AC011333.1	lncRNA	0.00621665	0.0
ENSG00000254012.1	RPL10P8	processed_pseudogene	1.8114946	1.1967499
ENSG00000254013.1	MAP2K1P1	processed_pseudogene	0.93147767	0.5575
ENSG00000254014.1	AC009902.1	processed_pseudogene	0.0075014783	0.0
ENSG00000254015.1	MTND4LP26	processed_pseudogene	0.0017161577	0.0
ENSG00000254016.3	ALG1L10P	unprocessed_pseudogene	2.433314	1.6004
ENSG00000254017.1	IGHEP2	IG_C_pseudogene	5.6902223	4.30755
ENSG00000254019.1	AC011676.2	lncRNA	5.8417573	3.0045
ENSG00000254020.1	AC104211.2	lncRNA	0.007242858	0.0
ENSG00000254021.1	AC027031.1	lncRNA	0.004388473	0.0
ENSG00000254023.1	PKMP4	processed_pseudogene	0.89263105	0.4882
ENSG00000254024.1	AP001207.3	lncRNA	0.0050449264	0.0
ENSG00000254025.1	BRIX1P1	processed_pseudogene	0.03017005	0.0
ENSG00000254026.1	AC015468.2	lncRNA	0.015611428	0.0
ENSG00000254027.1	AC009902.2	lncRNA	1.5429299	1.11225
ENSG00000254028.1	AC083843.1	lncRNA	1.0532733	0.51170003
ENSG00000254029.1	IGLC4	IG_C_pseudogene	0.1043608	0.0
ENSG00000254030.1	IGLC5	IG_C_pseudogene	0.22458366	0.0
ENSG00000254031.6	AC022858.1	lncRNA	0.013794779	0.0
ENSG00000254033.1	AC087855.1	lncRNA	0.0020016748	0.0
ENSG00000254034.2	INTS9-AS1	lncRNA	2.797888	1.6394501
ENSG00000254035.1	AC104117.3	lncRNA	0.082476355	0.0
ENSG00000254036.1	IGHVIII-67-2	IG_V_pseudogene	0.0021228571	0.0
ENSG00000254037.2	AC021733.3	processed_pseudogene	0.024521481	0.0
ENSG00000254038.1	AC092818.1	lncRNA	0.013337832	0.0
ENSG00000254039.1	AC027801.4	lncRNA	0.28724208	0.0
ENSG00000254040.2	AC103719.1	lncRNA	0.009457537	0.0
ENSG00000254041.1	AC021546.1	lncRNA	0.17924541	0.0
ENSG00000254042.2	SLIT3-AS2	lncRNA	0.015828867	0.0
ENSG00000254043.1	AC011632.2	lncRNA	0.0009536945	0.0
ENSG00000254044.5	AC034154.1	lncRNA	0.17440267	0.0
ENSG00000254045.1	IGHVIII-22-2	IG_V_pseudogene	0.0025031527	0.0
ENSG00000254046.1	IGHV1-17	IG_V_pseudogene	0.37487638	0.0
ENSG00000254047.2	AC025437.6	processed_pseudogene	0.02144453	0.0
ENSG00000254048.1	AC105150.1	lncRNA	2.761014	0.8664
ENSG00000254049.2	NRG1-IT3	lncRNA	0.0010245321	0.0
ENSG00000254050.1	AC018861.2	lncRNA	0.008050936	0.0
ENSG00000254051.1	AC011853.1	processed_pseudogene	0.048690148	0.0
ENSG00000254052.1	IGHVIII-67-4	IG_V_pseudogene	0.052373	0.0
ENSG00000254053.1	IGHVIII-5-2	IG_V_pseudogene	0.002363941	0.0
ENSG00000254054.3	AC087273.2	lncRNA	0.33640304	0.14144999
ENSG00000254055.2	AC009597.1	lncRNA	0.044975072	0.0
ENSG00000254056.1	IGHV3-71	IG_V_pseudogene	0.13619064	0.0
ENSG00000254057.1	AC084346.1	lncRNA	0.09488828	0.0
ENSG00000254060.1	AC022778.1	lncRNA	11.178014	5.3998003
ENSG00000254061.1	AC091144.2	processed_pseudogene	2.215572	1.2506499
ENSG00000254063.2	DUXAP2	unprocessed_pseudogene	0.016130542	0.0
ENSG00000254064.1	AC105206.2	lncRNA	3.8078055	3.0689502
ENSG00000254065.1	AC024451.3	processed_pseudogene	2.227024	1.3741
ENSG00000254066.2	LINC01938	lncRNA	0.01506069	0.0
ENSG00000254067.2	AC123767.1	transcribed_unitary_pseudogene	0.013464039	0.0
ENSG00000254069.2	AC134698.4	processed_pseudogene	0.0027164535	0.0
ENSG00000254070.1	AC104576.1	processed_pseudogene	0.0	0.0
ENSG00000254073.1	IGLVVII-41-1	IG_V_pseudogene	0.010517733	0.0
ENSG00000254075.1	IGLVV-66	IG_V_pseudogene	0.0857859	0.0
ENSG00000254076.1	AC110053.1	processed_pseudogene	0.0058241375	0.0
ENSG00000254077.1	IGLV3-7	IG_V_pseudogene	0.032693498	0.0
ENSG00000254079.1	SRSF3P2	processed_pseudogene	0.010226602	0.0
ENSG00000254080.1	AC115837.1	lncRNA	0.034850743	0.0
ENSG00000254081.2	LINC01299	lncRNA	0.025231527	0.0
ENSG00000254083.6	LINC01591	lncRNA	0.004396453	0.0
ENSG00000254084.1	AP001208.1	lncRNA	0.0052962573	0.0
ENSG00000254086.1	AC131254.3	lncRNA	0.02078256	0.0
ENSG00000254087.8	LYN	protein_coding	157.90118	145.96214
ENSG00000254088.1	SLC2A3P4	processed_pseudogene	1.4364588	1.1101999
ENSG00000254089.2	AC016885.2	lncRNA	0.017514482	0.0
ENSG00000254090.1	MTND2P32	processed_pseudogene	0.15200019	0.0
ENSG00000254091.2	AC022784.4	processed_pseudogene	0.007230837	0.0
ENSG00000254092.2	AC021613.1	lncRNA	0.016194088	0.008
ENSG00000254093.9	PINX1	protein_coding	4.786407	4.2484503
ENSG00000254094.1	AC078852.2	lncRNA	3.1787355	2.2957501
ENSG00000254095.1	AC068672.3	lncRNA	0.00774404	0.0
ENSG00000254097.1	IGKV3D-25	IG_V_pseudogene	0.0005152709	0.0
ENSG00000254098.1	IGKV2-26	IG_V_pseudogene	0.37948117	0.10645
ENSG00000254099.1	AC005740.3	lncRNA	3.145816	2.30855
ENSG00000254101.7	LINC02055	lncRNA	0.03616177	0.0057
ENSG00000254102.2	AC090136.3	lncRNA	0.029968768	0.0
ENSG00000254103.1	PPIAP85	processed_pseudogene	0.07576778	0.0
ENSG00000254104.2	AC136777.2	processed_pseudogene	0.0	0.0
ENSG00000254105.1	VENTXP6	processed_pseudogene	1.1007911	0.55305
ENSG00000254106.1	LINC01848	lncRNA	0.12996669	0.0
ENSG00000254109.6	RBPMS-AS1	lncRNA	0.51600534	0.1102
ENSG00000254111.3	AC124067.3	lncRNA	0.010573201	0.0
ENSG00000254112.1	AP003467.2	processed_pseudogene	6.811597	4.066
ENSG00000254113.1	AC090193.1	lncRNA	0.030652119	0.0
ENSG00000254114.1	HMGN1P28	processed_pseudogene	0.7076703	0.39464998
ENSG00000254115.1	AC090572.3	lncRNA	0.009616059	0.0
ENSG00000254118.1	MTCYBP20	processed_pseudogene	0.00473734	0.0
ENSG00000254119.5	LINC02842	lncRNA	0.025000595	0.0
ENSG00000254120.1	LINC02155	lncRNA	0.02491251	0.0
ENSG00000254122.3	PCDHGB7	protein_coding	1.1006333	0.36355
ENSG00000254123.2	LINC02839	lncRNA	0.02481704	0.0
ENSG00000254124.1	EEF1A1P37	processed_pseudogene	0.0035696551	0.0
ENSG00000254126.8	CD8B2	protein_coding	0.176373	0.08275
ENSG00000254127.1	IGLCOR22-1	IG_C_pseudogene	0.26296365	0.0
ENSG00000254129.1	AC108449.1	lncRNA	2.019441	1.37955
ENSG00000254130.1	LINC01947	lncRNA	0.008254187	0.0
ENSG00000254131.1	AC093367.1	processed_pseudogene	2.4524264	1.42745
ENSG00000254132.1	MTND6P3	processed_pseudogene	1.6806384	0.66995
ENSG00000254134.1	IGHVII-74-1	IG_V_pseudogene	0.25491348	0.0
ENSG00000254135.3	AC091939.1	lncRNA	0.01202532	0.0
ENSG00000254136.1	AC064807.3	lncRNA	0.08162749	0.0
ENSG00000254138.1	AC113386.1	lncRNA	0.038493205	0.0
ENSG00000254139.1	AC104051.2	lncRNA	0.028357342	0.0
ENSG00000254141.1	AC103853.2	lncRNA	0.17149901	0.0
ENSG00000254143.1	AC022733.1	lncRNA	0.029631628	0.0
ENSG00000254145.1	AC134698.5	processed_pseudogene	0.0013968472	0.0
ENSG00000254146.1	HMGB1P46	processed_pseudogene	0.1286472	0.0
ENSG00000254150.1	AC087664.3	processed_pseudogene	0.025902068	0.0
ENSG00000254151.1	NIPA2P4	processed_pseudogene	0.1092999	0.0
ENSG00000254152.1	PPIAP84	processed_pseudogene	0.04525616	0.0
ENSG00000254153.1	AC103957.2	lncRNA	0.03469074	0.0
ENSG00000254154.8	CRYZL2P-SEC16B	lncRNA	0.14547074	0.062200002
ENSG00000254156.1	MTND6P20	transcribed_processed_pseudogene	0.005301281	0.0
ENSG00000254157.1	IGKV2-18	IG_V_pseudogene	0.12441586	0.0
ENSG00000254158.1	AC104117.4	processed_pseudogene	0.048115563	0.0
ENSG00000254160.1	AC110288.1	lncRNA	0.057743933	0.0
ENSG00000254161.1	IGLVIV-65	IG_V_pseudogene	0.0186199	0.0
ENSG00000254162.1	AC009812.3	lncRNA	3.0571227	2.057
ENSG00000254163.1	AC025434.1	lncRNA	0.03074335	0.0
ENSG00000254164.1	AC008663.3	lncRNA	0.03845202	0.0
ENSG00000254165.1	AC090739.1	lncRNA	16.299696	12.8396
ENSG00000254166.3	CASC19	lncRNA	0.15664077	0.0668
ENSG00000254167.2	IGHV8-51-1	IG_V_gene	0.02628049	0.0
ENSG00000254170.1	AC008802.1	processed_pseudogene	0.5891937	0.4174
ENSG00000254171.1	AC114321.1	lncRNA	0.009445715	0.0
ENSG00000254172.1	RNU5A-3P	snRNA	5.017234	2.8179998
ENSG00000254174.1	IGHV1-12	IG_V_pseudogene	0.19775586	0.0
ENSG00000254175.1	IGLVI-42	IG_V_pseudogene	0.020122562	0.0
ENSG00000254176.1	IGHV3-75	IG_V_pseudogene	0.2821134	0.0
ENSG00000254177.1	AC079209.2	lncRNA	12.023084	6.48175
ENSG00000254178.1	AC090103.1	lncRNA	0.0045585223	0.0
ENSG00000254180.2	AC004083.1	lncRNA	0.09196858	0.0559
ENSG00000254181.1	SLC25A51P3	processed_pseudogene	0.33151358	0.0
ENSG00000254182.1	AC106038.2	processed_pseudogene	0.026436945	0.0
ENSG00000254183.1	AC104417.1	processed_pseudogene	0.058705125	0.0
ENSG00000254185.1	MAPK6P5	processed_pseudogene	0.22659318	0.1007
ENSG00000254186.3	AC113414.1	lncRNA	0.20884296	0.07215001
ENSG00000254187.1	AC008708.2	lncRNA	0.042499807	0.0
ENSG00000254189.1	AC090095.1	processed_pseudogene	0.0016487687	0.0
ENSG00000254190.1	AC023632.3	processed_pseudogene	0.053714972	0.0
ENSG00000254192.1	AC011365.1	lncRNA	0.004925124	0.0
ENSG00000254193.1	AC131281.2	processed_pseudogene	0.048592314	0.0
ENSG00000254194.5	AF279873.4	lncRNA	0.002306798	0.0
ENSG00000254195.1	TPM3P3	processed_pseudogene	0.013456353	0.0
ENSG00000254197.1	AC011676.3	lncRNA	24.032257	12.355
ENSG00000254198.1	AC113191.1	processed_pseudogene	0.0	0.0
ENSG00000254200.1	RPL7AP33	processed_pseudogene	0.36800653	0.2238
ENSG00000254201.1	AC068880.3	lncRNA	0.020893106	0.0
ENSG00000254202.2	AC015522.1	lncRNA	0.0082933	0.0
ENSG00000254203.1	IGHVII-33-1	IG_V_pseudogene	0.12436246	0.0
ENSG00000254204.1	AC022034.4	lncRNA	0.0	0.0
ENSG00000254205.1	AC009686.1	lncRNA	2.3267717	0.95945
ENSG00000254206.5	NPIPB11	protein_coding	3.3508208	2.90355
ENSG00000254207.1	AC100797.1	lncRNA	9.793389	7.7142
ENSG00000254208.1	AC011773.1	lncRNA	4.754191	2.6845999
ENSG00000254209.2	LINC02855	lncRNA	0.026034482	0.0
ENSG00000254211.6	LINC01485	lncRNA	0.30029988	0.164
ENSG00000254212.1	AC009901.2	processed_pseudogene	0.002109754	0.0
ENSG00000254213.2	PRXL2AP2	processed_pseudogene	0.12871242	0.0
ENSG00000254215.1	IGHVIII-11-1	IG_V_pseudogene	0.06390532	0.0
ENSG00000254216.1	AC107952.1	processed_pseudogene	0.017337343	0.0
ENSG00000254219.1	AC087439.2	lncRNA	0.21103653	0.06425
ENSG00000254220.1	IGKV2D-18	IG_V_pseudogene	0.012622462	0.0
ENSG00000254221.2	PCDHGB1	protein_coding	0.114820294	0.0275
ENSG00000254222.1	AC023866.2	lncRNA	0.03412749	0.0
ENSG00000254224.2	AP003465.1	lncRNA	0.33533084	0.2322
ENSG00000254225.1	BTF3P1	processed_pseudogene	0.072280094	0.0
ENSG00000254226.6	LINC01933	lncRNA	0.03369823	0.019250002
ENSG00000254227.1	AC024681.2	lncRNA	0.13826787	0.0
ENSG00000254228.2	IGHV3-42	IG_V_pseudogene	0.17504571	0.0
ENSG00000254229.2	FAM90A12P	unprocessed_pseudogene	0.0011663054	0.0
ENSG00000254230.1	AC037459.3	lncRNA	0.0	0.0
ENSG00000254231.3	AC103760.1	lncRNA	0.7874478	0.56215
ENSG00000254233.1	LINC02365	lncRNA	0.22458869	0.1296
ENSG00000254236.1	AP003550.1	lncRNA	1.934624	1.3468499
ENSG00000254237.6	AC021242.2	lncRNA	0.02035005	0.0
ENSG00000254238.1	AC100782.1	lncRNA	0.3144305	0.10135
ENSG00000254239.1	AC002428.2	lncRNA	0.0056864037	0.0
ENSG00000254240.1	IGLVI-20	IG_V_pseudogene	0.036303744	0.0
ENSG00000254241.1	MTCO1P47	processed_pseudogene	0.00572936	0.0
ENSG00000254242.2	AC100849.2	lncRNA	0.06167389	0.01935
ENSG00000254244.1	PAICSP4	processed_pseudogene	0.5352896	0.36405
ENSG00000254245.3	PCDHGA3	protein_coding	0.07866582	0.019250002
ENSG00000254246.1	AC011377.1	lncRNA	2.552164	1.57305
ENSG00000254247.1	AC107953.1	processed_pseudogene	0.0041214777	0.0
ENSG00000254248.1	AC068189.1	lncRNA	0.81027657	0.60315
ENSG00000254249.1	AC100871.2	lncRNA	0.03707192	0.0
ENSG00000254251.1	AC103770.1	lncRNA	0.091135465	0.0
ENSG00000254252.1	RPL7P20	processed_pseudogene	0.325761	0.1603
ENSG00000254253.1	NACAP10	processed_pseudogene	0.25702837	0.0
ENSG00000254254.6	AC012349.1	lncRNA	0.31661183	0.13925
ENSG00000254255.1	AC060788.1	processed_pseudogene	0.0771402	0.0
ENSG00000254256.1	RPSAP71	processed_pseudogene	0.05064985	0.0
ENSG00000254258.1	AC087354.1	lncRNA	0.05085084	0.0
ENSG00000254260.1	AC015468.3	lncRNA	0.0029522167	0.0
ENSG00000254261.1	AL451137.2	lncRNA	0.13007013	0.0
ENSG00000254263.1	AC022973.4	lncRNA	24.92527	18.17445
ENSG00000254264.2	IGKV3OR22-2	IG_V_pseudogene	0.0092794085	0.0
ENSG00000254265.1	AC100810.2	processed_pseudogene	0.023535663	0.0
ENSG00000254266.6	PKIA-AS1	lncRNA	0.32261878	0.10605
ENSG00000254268.1	RFPL4AP7	processed_pseudogene	0.0	0.0
ENSG00000254270.1	ERHP1	processed_pseudogene	0.9954216	0.54410005
ENSG00000254271.1	ANK3-DT	lncRNA	0.13033842	0.0
ENSG00000254272.1	BTF3P3	processed_pseudogene	4.889679	3.6941
ENSG00000254273.1	AC018620.1	processed_pseudogene	2.2563937	0.82675004
ENSG00000254274.1	TDGF1P5	processed_pseudogene	9.670811	7.2752
ENSG00000254275.6	LINC00824	lncRNA	0.050070446	0.0291
ENSG00000254277.1	AC009446.1	lncRNA	0.011120886	0.0
ENSG00000254278.1	AC107953.2	lncRNA	0.003043054	0.0
ENSG00000254279.1	IGHVII-1-1	IG_V_pseudogene	0.3452415	0.0
ENSG00000254283.1	AC023632.4	processed_pseudogene	0.044479705	0.0
ENSG00000254285.3	KRT8P3	processed_pseudogene	0.67769825	0.36764997
ENSG00000254287.1	AC007991.4	lncRNA	0.036466103	0.0
ENSG00000254288.1	AC087672.2	lncRNA	0.816807	0.4845
ENSG00000254289.2	IGHV3-32	IG_V_pseudogene	0.18657398	0.0
ENSG00000254290.1	AC124067.4	lncRNA	0.022260983	0.0
ENSG00000254291.1	AC011676.4	lncRNA	0.20325112	0.0
ENSG00000254292.1	IGKV2D-14	IG_V_pseudogene	0.0026143843	0.0
ENSG00000254293.1	AC026688.2	lncRNA	0.017391033	0.0
ENSG00000254294.1	IMPDH1P6	processed_pseudogene	0.39310995	0.31755
ENSG00000254295.1	AC008429.3	lncRNA	0.66344017	0.38265002
ENSG00000254297.1	AC091820.1	lncRNA	0.011576157	0.0
ENSG00000254298.1	AC008641.1	lncRNA	1.424357	0.65595
ENSG00000254299.3	LINC01944	lncRNA	0.010825813	0.0
ENSG00000254300.1	LINC01111	lncRNA	0.0042550736	0.0
ENSG00000254302.2	AC087855.2	lncRNA	0.0016755665	0.0
ENSG00000254303.1	AC037486.1	lncRNA	0.036376946	0.0
ENSG00000254305.1	MRPL9P1	transcribed_processed_pseudogene	0.022686796	0.0
ENSG00000254306.1	AC137579.2	lncRNA	0.029242264	0.0
ENSG00000254307.2	AP003692.1	lncRNA	0.0	0.0
ENSG00000254308.1	IGLVIV-59	IG_V_pseudogene	0.86554164	0.0
ENSG00000254309.1	AC124290.3	processed_pseudogene	0.00033990148	0.0
ENSG00000254310.1	AC025755.1	processed_pseudogene	0.22734895	0.0
ENSG00000254311.1	SNRPCP17	processed_pseudogene	0.1245607	0.0
ENSG00000254312.1	MRPL57P7	processed_pseudogene	0.008736748	0.0
ENSG00000254313.1	AC090821.3	processed_pseudogene	0.003501182	0.0
ENSG00000254314.1	AC021915.2	lncRNA	0.6643657	0.0
ENSG00000254315.1	AC023632.5	lncRNA	4.561417	3.3477
ENSG00000254316.1	AC090820.1	processed_pseudogene	0.042487785	0.0
ENSG00000254317.1	AC022973.5	lncRNA	5.7679496	4.70125
ENSG00000254319.6	AC246817.2	lncRNA	0.6204181	0.28785
ENSG00000254320.1	AP006245.2	processed_pseudogene	0.0016361576	0.0
ENSG00000254321.2	AC016813.1	lncRNA	0.09661123	0.05465
ENSG00000254324.3	MIR151A	miRNA	1.8758297	0.0
ENSG00000254325.2	AC018607.1	lncRNA	80.50697	57.16565
ENSG00000254326.1	IGHV7-27	IG_V_pseudogene	0.078194685	0.0
ENSG00000254328.1	AC008429.4	processed_pseudogene	16.772041	13.781651
ENSG00000254329.1	IGHVII-60-1	IG_V_pseudogene	0.2876204	0.0
ENSG00000254330.1	AC104232.2	lncRNA	1.1640223	0.1364
ENSG00000254331.1	CKS1BP7	processed_pseudogene	0.97466147	0.6112
ENSG00000254332.1	AF201337.1	processed_pseudogene	2.7609086	1.88825
ENSG00000254333.1	NDST1-AS1	lncRNA	0.77969104	0.57595
ENSG00000254334.2	AC021355.1	lncRNA	0.002314187	0.0
ENSG00000254335.1	CDH12P1	unprocessed_pseudogene	0.035413597	0.0
ENSG00000254336.1	AC008694.2	processed_pseudogene	0.6703607	0.32279998
ENSG00000254337.2	AC083967.1	lncRNA	0.045126993	0.0
ENSG00000254338.1	MAFA-AS1	lncRNA	0.36292422	0.07
ENSG00000254339.5	AC064802.1	lncRNA	0.007980295	0.0
ENSG00000254340.2	AC022784.5	lncRNA	1.5017295	0.93305004
ENSG00000254341.2	SNORD87	snoRNA	0.0	0.0
ENSG00000254342.1	AC022616.6	processed_pseudogene	0.0	0.0
ENSG00000254343.2	AC091563.1	lncRNA	6.9450226	3.01055
ENSG00000254344.3	LINC01288	lncRNA	0.021198127	0.0
ENSG00000254345.1	IGKV2D-23	IG_V_pseudogene	0.20225635	0.0
ENSG00000254346.2	MTND1P6	processed_pseudogene	0.123635165	0.0
ENSG00000254347.1	AC011131.1	lncRNA	0.00021497537	0.0
ENSG00000254348.1	AC120036.3	processed_pseudogene	0.11801183	0.0
ENSG00000254349.6	MIR2052HG	lncRNA	0.030413792	0.01115
ENSG00000254350.1	AC091979.1	lncRNA	0.044023246	0.0
ENSG00000254351.1	ARL2BPP5	processed_pseudogene	0.019846208	0.0
ENSG00000254352.1	AC100854.1	processed_pseudogene	0.42425174	0.1512
ENSG00000254355.1	IGLVI-68	IG_V_pseudogene	0.02148532	0.0
ENSG00000254357.1	AC090200.1	lncRNA	0.011106503	0.0
ENSG00000254358.1	CYCSP22	processed_pseudogene	0.0020112314	0.0
ENSG00000254361.2	AC046195.2	lncRNA	0.0016471923	0.0
ENSG00000254362.1	AC011726.2	lncRNA	1.8952068	1.1789501
ENSG00000254363.6	AC011379.2	lncRNA	0.5837067	0.38695002
ENSG00000254364.1	AP000424.2	lncRNA	0.45059076	0.0
ENSG00000254365.1	AC091820.2	lncRNA	0.00025950742	0.0
ENSG00000254366.7	AC062004.1	lncRNA	0.011321084	0.0
ENSG00000254367.5	AC087269.1	lncRNA	0.20805222	0.11405
ENSG00000254369.6	HOXA-AS3	lncRNA	7.294595	0.77594995
ENSG00000254370.1	AC025871.2	lncRNA	0.08394315	0.0
ENSG00000254372.1	AC040914.1	lncRNA	0.5060479	0.0
ENSG00000254373.1	AC112191.2	processed_pseudogene	3.7589004	1.8891001
ENSG00000254376.2	SOX5P1	processed_pseudogene	0.0056281774	0.0
ENSG00000254377.6	MIR124-2HG	lncRNA	0.0015535961	0.0
ENSG00000254380.2	AC084734.1	lncRNA	0.11679488	0.0
ENSG00000254381.3	TUBB8P5	unprocessed_pseudogene	0.0016887686	0.0
ENSG00000254383.1	AC048387.1	lncRNA	0.0013778326	0.0
ENSG00000254384.1	MTND6P19	unprocessed_pseudogene	0.010108769	0.0
ENSG00000254387.1	MYL12AP1	processed_pseudogene	0.53675526	0.30535
ENSG00000254388.1	DUTP2	processed_pseudogene	31.903124	24.4688
ENSG00000254389.3	RHPN1-AS1	lncRNA	2.1509273	1.48455
ENSG00000254391.1	AC011363.1	lncRNA	0.08469725	0.0
ENSG00000254392.1	AC090539.2	processed_pseudogene	0.0	0.0
ENSG00000254394.2	AC060765.2	lncRNA	0.004703054	0.0
ENSG00000254395.1	IGHV4-55	IG_V_pseudogene	1.1596247	0.4941
ENSG00000254396.1	AL355432.1	lncRNA	1.4739705	0.72965
ENSG00000254397.1	AC132192.1	lncRNA	7.649762	5.5687
ENSG00000254398.1	AC055876.2	unprocessed_pseudogene	2.5069346	1.6894
ENSG00000254399.2	GLYATL1P4	unprocessed_pseudogene	0.040877145	0.0
ENSG00000254400.1	AC091564.2	lncRNA	0.001024729	0.0
ENSG00000254401.2	LINC02752	lncRNA	0.038347688	0.0
